kW,Day,DayDummy,Month,Date,Hour,semesterBool,TAVG,TMAX,TMIN
453.4967575,Weekday,1,Jan,1,0,1,43,51,38
451.5530014,Weekday,1,Jan,1,1,1,43,51,38
444.2065048,Weekday,1,Jan,1,2,1,43,51,38
442.2674866,Weekday,1,Jan,1,3,1,43,51,38
454.3304977,Weekday,1,Jan,1,4,1,43,51,38
463.3687592,Weekday,1,Jan,1,5,1,43,51,38
452.6522522,Weekday,1,Jan,1,6,1,43,51,38
462.5837555,Weekday,1,Jan,1,7,1,43,51,38
466.0059967,Weekday,1,Jan,1,8,1,43,51,38
479.4902573,Weekday,1,Jan,1,9,1,43,51,38
479.5329971,Weekday,1,Jan,1,10,1,43,51,38
495.3907547,Weekday,1,Jan,1,11,1,43,51,38
489.7034912,Weekday,1,Jan,1,12,1,43,51,38
495.8872528,Weekday,1,Jan,1,13,1,43,51,38
472.9937515,Weekday,1,Jan,1,14,1,43,51,38
491.6729965,Weekday,1,Jan,1,15,1,43,51,38
498.8472443,Weekday,1,Jan,1,16,1,43,51,38
494.2639923,Weekday,1,Jan,1,17,1,43,51,38
514.791748,Weekday,1,Jan,1,18,1,43,51,38
499.6899948,Weekday,1,Jan,1,19,1,43,51,38
465.1887512,Weekday,1,Jan,1,20,1,43,51,38
465.1784973,Weekday,1,Jan,1,21,1,43,51,38
457.1022491,Weekday,1,Jan,1,22,1,43,51,38
467.850502,Weekday,1,Jan,1,23,1,43,51,38
452.1067505,Weekday,1,Jan,2,0,1,41,52,30
455.7047424,Weekday,1,Jan,2,1,1,41,52,30
454.6362534,Weekday,1,Jan,2,2,1,41,52,30
456.1595001,Weekday,1,Jan,2,3,1,41,52,30
450.3494949,Weekday,1,Jan,2,4,1,41,52,30
467.6892471,Weekday,1,Jan,2,5,1,41,52,30
460.3292542,Weekday,1,Jan,2,6,1,41,52,30
492.6530075,Weekday,1,Jan,2,7,1,41,52,30
517.5805054,Weekday,1,Jan,2,8,1,41,52,30
546.3752594,Weekday,1,Jan,2,9,1,41,52,30
573.2727509,Weekday,1,Jan,2,10,1,41,52,30
581.9212494,Weekday,1,Jan,2,11,1,41,52,30
603.4319916,Weekday,1,Jan,2,12,1,41,52,30
576.6782379,Weekday,1,Jan,2,13,1,41,52,30
573.6624908,Weekday,1,Jan,2,14,1,41,52,30
576.9277496,Weekday,1,Jan,2,15,1,41,52,30
576.9109955,Weekday,1,Jan,2,16,1,41,52,30
559.6332703,Weekday,1,Jan,2,17,1,41,52,30
541.6075134,Weekday,1,Jan,2,18,1,41,52,30
534.4812469,Weekday,1,Jan,2,19,1,41,52,30
503.0639954,Weekday,1,Jan,2,20,1,41,52,30
499.6044922,Weekday,1,Jan,2,21,1,41,52,30
493.9944916,Weekday,1,Jan,2,22,1,41,52,30
502.6684952,Weekday,1,Jan,2,23,1,41,52,30
507.5255127,Weekday,1,Jan,3,0,1,43,57,33
471.3407516,Weekday,1,Jan,3,1,1,43,57,33
453.3639984,Weekday,1,Jan,3,2,1,43,57,33
463.7452545,Weekday,1,Jan,3,3,1,43,57,33
453.7184982,Weekday,1,Jan,3,4,1,43,57,33
463.4422455,Weekday,1,Jan,3,5,1,43,57,33
476.2237473,Weekday,1,Jan,3,6,1,43,57,33
476.8395004,Weekday,1,Jan,3,7,1,43,57,33
486.5764999,Weekday,1,Jan,3,8,1,43,57,33
551.6972351,Weekday,1,Jan,3,9,1,43,57,33
585.8644867,Weekday,1,Jan,3,10,1,43,57,33
582.4407654,Weekday,1,Jan,3,11,1,43,57,33
582.7975006,Weekday,1,Jan,3,12,1,43,57,33
592.9877625,Weekday,1,Jan,3,13,1,43,57,33
562.2192688,Weekday,1,Jan,3,14,1,43,57,33
562.8132477,Weekday,1,Jan,3,15,1,43,57,33
589.932251,Weekday,1,Jan,3,16,1,43,57,33
554.8334961,Weekday,1,Jan,3,17,1,43,57,33
536.0327454,Weekday,1,Jan,3,18,1,43,57,33
534.4572449,Weekday,1,Jan,3,19,1,43,57,33
510.1565018,Weekday,1,Jan,3,20,1,43,57,33
521.7799911,Weekday,1,Jan,3,21,1,43,57,33
502.4359894,Weekday,1,Jan,3,22,1,43,57,33
510.8672562,Weekday,1,Jan,3,23,1,43,57,33
472.9509964,Weekday,1,Jan,4,0,1,48,67,37
474.4574966,Weekday,1,Jan,4,1,1,48,67,37
471.5139923,Weekday,1,Jan,4,2,1,48,67,37
472.0455017,Weekday,1,Jan,4,3,1,48,67,37
494.2272491,Weekday,1,Jan,4,4,1,48,67,37
472.0427551,Weekday,1,Jan,4,5,1,48,67,37
481.290741,Weekday,1,Jan,4,6,1,48,67,37
467.772995,Weekday,1,Jan,4,7,1,48,67,37
512.0635071,Weekday,1,Jan,4,8,1,48,67,37
544.7225189,Weekday,1,Jan,4,9,1,48,67,37
592.0084991,Weekday,1,Jan,4,10,1,48,67,37
580.1480103,Weekday,1,Jan,4,11,1,48,67,37
581.3070068,Weekday,1,Jan,4,12,1,48,67,37
569.0427551,Weekday,1,Jan,4,13,1,48,67,37
561.2769928,Weekday,1,Jan,4,14,1,48,67,37
565.2127533,Weekday,1,Jan,4,15,1,48,67,37
571.9330139,Weekday,1,Jan,4,16,1,48,67,37
548.7360153,Weekday,1,Jan,4,17,1,48,67,37
525.8404999,Weekday,1,Jan,4,18,1,48,67,37
496.4562454,Weekday,1,Jan,4,19,1,48,67,37
510.2884903,Weekday,1,Jan,4,20,1,48,67,37
488.6287537,Weekday,1,Jan,4,21,1,48,67,37
491.6272507,Weekday,1,Jan,4,22,1,48,67,37
483.5837555,Weekday,1,Jan,4,23,1,48,67,37
470.9237442,Weekend,0,Jan,5,0,1,54,67,45
462.3547592,Weekend,0,Jan,5,1,1,54,67,45
442.8862534,Weekend,0,Jan,5,2,1,54,67,45
449.0424957,Weekend,0,Jan,5,3,1,54,67,45
459.3987503,Weekend,0,Jan,5,4,1,54,67,45
446.3299942,Weekend,0,Jan,5,5,1,54,67,45
490.2280045,Weekend,0,Jan,5,6,1,54,67,45
455.1429901,Weekend,0,Jan,5,7,1,54,67,45
455.0810013,Weekend,0,Jan,5,8,1,54,67,45
452.3272476,Weekend,0,Jan,5,9,1,54,67,45
490.5827484,Weekend,0,Jan,5,10,1,54,67,45
507.8257446,Weekend,0,Jan,5,11,1,54,67,45
488.2935028,Weekend,0,Jan,5,12,1,54,67,45
512.3627472,Weekend,0,Jan,5,13,1,54,67,45
499.840004,Weekend,0,Jan,5,14,1,54,67,45
530.9732513,Weekend,0,Jan,5,15,1,54,67,45
506.9202499,Weekend,0,Jan,5,16,1,54,67,45
509.2589951,Weekend,0,Jan,5,17,1,54,67,45
485.4580002,Weekend,0,Jan,5,18,1,54,67,45
499.0479965,Weekend,0,Jan,5,19,1,54,67,45
501.4632492,Weekend,0,Jan,5,20,1,54,67,45
477.5949936,Weekend,0,Jan,5,21,1,54,67,45
480.0185013,Weekend,0,Jan,5,22,1,54,67,45
470.7167587,Weekend,0,Jan,5,23,1,54,67,45
463.1647491,Weekend,0,Jan,6,0,1,54,55,47
443.8045044,Weekend,0,Jan,6,1,1,54,55,47
450.5189972,Weekend,0,Jan,6,2,1,54,55,47
443.3337555,Weekend,0,Jan,6,3,1,54,55,47
482.1569977,Weekend,0,Jan,6,4,1,54,55,47
455.0552521,Weekend,0,Jan,6,5,1,54,55,47
446.9615021,Weekend,0,Jan,6,6,1,54,55,47
461.2764969,Weekend,0,Jan,6,7,1,54,55,47
469.8127518,Weekend,0,Jan,6,8,1,54,55,47
471.3779984,Weekend,0,Jan,6,9,1,54,55,47
490.6077423,Weekend,0,Jan,6,10,1,54,55,47
488.8737411,Weekend,0,Jan,6,11,1,54,55,47
497.7272491,Weekend,0,Jan,6,12,1,54,55,47
479.4502563,Weekend,0,Jan,6,13,1,54,55,47
494.7427521,Weekend,0,Jan,6,14,1,54,55,47
512.0369949,Weekend,0,Jan,6,15,1,54,55,47
510.2860031,Weekend,0,Jan,6,16,1,54,55,47
502.9187546,Weekend,0,Jan,6,17,1,54,55,47
509.6924973,Weekend,0,Jan,6,18,1,54,55,47
487.807251,Weekend,0,Jan,6,19,1,54,55,47
480.3644943,Weekend,0,Jan,6,20,1,54,55,47
483.0544968,Weekend,0,Jan,6,21,1,54,55,47
471.6530075,Weekend,0,Jan,6,22,1,54,55,47
486.6679993,Weekend,0,Jan,6,23,1,54,55,47
444.0662537,Weekday,1,Jan,7,0,1,51,63,43
463.2227554,Weekday,1,Jan,7,1,1,51,63,43
470.4872437,Weekday,1,Jan,7,2,1,51,63,43
449.9434967,Weekday,1,Jan,7,3,1,51,63,43
457.7245026,Weekday,1,Jan,7,4,1,51,63,43
453.6395035,Weekday,1,Jan,7,5,1,51,63,43
467.7624969,Weekday,1,Jan,7,6,1,51,63,43
472.1697464,Weekday,1,Jan,7,7,1,51,63,43
495.3130035,Weekday,1,Jan,7,8,1,51,63,43
523.302742,Weekday,1,Jan,7,9,1,51,63,43
568.6412506,Weekday,1,Jan,7,10,1,51,63,43
599.6512604,Weekday,1,Jan,7,11,1,51,63,43
574.3235016,Weekday,1,Jan,7,12,1,51,63,43
591.6247406,Weekday,1,Jan,7,13,1,51,63,43
598.4505157,Weekday,1,Jan,7,14,1,51,63,43
582.383255,Weekday,1,Jan,7,15,1,51,63,43
589.6440125,Weekday,1,Jan,7,16,1,51,63,43
562.7114868,Weekday,1,Jan,7,17,1,51,63,43
539.2317505,Weekday,1,Jan,7,18,1,51,63,43
513.0059967,Weekday,1,Jan,7,19,1,51,63,43
511.6467438,Weekday,1,Jan,7,20,1,51,63,43
489.2622528,Weekday,1,Jan,7,21,1,51,63,43
500.8525009,Weekday,1,Jan,7,22,1,51,63,43
480.3009949,Weekday,1,Jan,7,23,1,51,63,43
473.8330002,Weekday,1,Jan,8,0,1,54,72,43
446.7477493,Weekday,1,Jan,8,1,1,54,72,43
463.7037582,Weekday,1,Jan,8,2,1,54,72,43
462.3692551,Weekday,1,Jan,8,3,1,54,72,43
473.8834991,Weekday,1,Jan,8,4,1,54,72,43
460.2069931,Weekday,1,Jan,8,5,1,54,72,43
478.0220032,Weekday,1,Jan,8,6,1,54,72,43
504.0789948,Weekday,1,Jan,8,7,1,54,72,43
514.1262512,Weekday,1,Jan,8,8,1,54,72,43
537.0270081,Weekday,1,Jan,8,9,1,54,72,43
611.3409882,Weekday,1,Jan,8,10,1,54,72,43
611.3682404,Weekday,1,Jan,8,11,1,54,72,43
576.988739,Weekday,1,Jan,8,12,1,54,72,43
605.9667664,Weekday,1,Jan,8,13,1,54,72,43
584.364502,Weekday,1,Jan,8,14,1,54,72,43
571.1892395,Weekday,1,Jan,8,15,1,54,72,43
593.8784943,Weekday,1,Jan,8,16,1,54,72,43
566.6110077,Weekday,1,Jan,8,17,1,54,72,43
545.3774872,Weekday,1,Jan,8,18,1,54,72,43
542.0780029,Weekday,1,Jan,8,19,1,54,72,43
517.8360138,Weekday,1,Jan,8,20,1,54,72,43
540.34375,Weekday,1,Jan,8,21,1,54,72,43
492.9762497,Weekday,1,Jan,8,22,1,54,72,43
489.1750031,Weekday,1,Jan,8,23,1,54,72,43
481.3989944,Weekday,1,Jan,9,0,1,58,73,48
468.3310013,Weekday,1,Jan,9,1,1,58,73,48
465.3959961,Weekday,1,Jan,9,2,1,58,73,48
459.0699997,Weekday,1,Jan,9,3,1,58,73,48
473.6764984,Weekday,1,Jan,9,4,1,58,73,48
471.0422592,Weekday,1,Jan,9,5,1,58,73,48
488.7992477,Weekday,1,Jan,9,6,1,58,73,48
503.7652435,Weekday,1,Jan,9,7,1,58,73,48
518.9757614,Weekday,1,Jan,9,8,1,58,73,48
551.0950165,Weekday,1,Jan,9,9,1,58,73,48
579.252243,Weekday,1,Jan,9,10,1,58,73,48
601.6372528,Weekday,1,Jan,9,11,1,58,73,48
591.4412689,Weekday,1,Jan,9,12,1,58,73,48
616.3529968,Weekday,1,Jan,9,13,1,58,73,48
613.1322479,Weekday,1,Jan,9,14,1,58,73,48
619.3837433,Weekday,1,Jan,9,15,1,58,73,48
613.1759949,Weekday,1,Jan,9,16,1,58,73,48
572.4132385,Weekday,1,Jan,9,17,1,58,73,48
552.017746,Weekday,1,Jan,9,18,1,58,73,48
534.1179962,Weekday,1,Jan,9,19,1,58,73,48
535.5510101,Weekday,1,Jan,9,20,1,58,73,48
520.9592438,Weekday,1,Jan,9,21,1,58,73,48
498.8667526,Weekday,1,Jan,9,22,1,58,73,48
481.4570007,Weekday,1,Jan,9,23,1,58,73,48
474.197998,Weekday,1,Jan,10,0,1,60,67,50
456.8630066,Weekday,1,Jan,10,1,1,60,67,50
477.1787491,Weekday,1,Jan,10,2,1,60,67,50
459.1187439,Weekday,1,Jan,10,3,1,60,67,50
461.975502,Weekday,1,Jan,10,4,1,60,67,50
454.5910034,Weekday,1,Jan,10,5,1,60,67,50
465.78125,Weekday,1,Jan,10,6,1,60,67,50
466.7300034,Weekday,1,Jan,10,7,1,60,67,50
513.4639969,Weekday,1,Jan,10,8,1,60,67,50
541.5092468,Weekday,1,Jan,10,9,1,60,67,50
463.1743215,Weekday,1,Jan,10,10,1,60,67,50
567.7777557,Weekday,1,Jan,10,11,1,60,67,50
583.8857574,Weekday,1,Jan,10,12,1,60,67,50
581.2007599,Weekday,1,Jan,10,13,1,60,67,50
590.2704926,Weekday,1,Jan,10,14,1,60,67,50
581.1659851,Weekday,1,Jan,10,15,1,60,67,50
599.3397522,Weekday,1,Jan,10,16,1,60,67,50
576.6342621,Weekday,1,Jan,10,17,1,60,67,50
550.1642609,Weekday,1,Jan,10,18,1,60,67,50
528.8642578,Weekday,1,Jan,10,19,1,60,67,50
530.463501,Weekday,1,Jan,10,20,1,60,67,50
521.0967484,Weekday,1,Jan,10,21,1,60,67,50
497.4455032,Weekday,1,Jan,10,22,1,60,67,50
513.8362427,Weekday,1,Jan,10,23,1,60,67,50
474.9434967,Weekday,1,Jan,11,0,1,55,66,45
461.6502533,Weekday,1,Jan,11,1,1,55,66,45
489.482254,Weekday,1,Jan,11,2,1,55,66,45
462.5387573,Weekday,1,Jan,11,3,1,55,66,45
478.2290039,Weekday,1,Jan,11,4,1,55,66,45
469.3694992,Weekday,1,Jan,11,5,1,55,66,45
475.126503,Weekday,1,Jan,11,6,1,55,66,45
490.3002548,Weekday,1,Jan,11,7,1,55,66,45
509.9127502,Weekday,1,Jan,11,8,1,55,66,45
543.3772583,Weekday,1,Jan,11,9,1,55,66,45
599.3982544,Weekday,1,Jan,11,10,1,55,66,45
624.4344788,Weekday,1,Jan,11,11,1,55,66,45
592.9747314,Weekday,1,Jan,11,12,1,55,66,45
592.8359985,Weekday,1,Jan,11,13,1,55,66,45
596.239502,Weekday,1,Jan,11,14,1,55,66,45
588.2459869,Weekday,1,Jan,11,15,1,55,66,45
592.2922668,Weekday,1,Jan,11,16,1,55,66,45
574.3757477,Weekday,1,Jan,11,17,1,55,66,45
530.7337494,Weekday,1,Jan,11,18,1,55,66,45
514.4749832,Weekday,1,Jan,11,19,1,55,66,45
485.0822525,Weekday,1,Jan,11,20,1,55,66,45
480.0982513,Weekday,1,Jan,11,21,1,55,66,45
467.6969986,Weekday,1,Jan,11,22,1,55,66,45
478.6534958,Weekday,1,Jan,11,23,1,55,66,45
462.8772507,Weekend,0,Jan,12,0,1,56,69,47
456.8757401,Weekend,0,Jan,12,1,1,56,69,47
446.2905045,Weekend,0,Jan,12,2,1,56,69,47
452.7720032,Weekend,0,Jan,12,3,1,56,69,47
445.503746,Weekend,0,Jan,12,4,1,56,69,47
443.7269974,Weekend,0,Jan,12,5,1,56,69,47
452.3587494,Weekend,0,Jan,12,6,1,56,69,47
446.2152557,Weekend,0,Jan,12,7,1,56,69,47
469.9354935,Weekend,0,Jan,12,8,1,56,69,47
458.9527512,Weekend,0,Jan,12,9,1,56,69,47
487.0529938,Weekend,0,Jan,12,10,1,56,69,47
492.4810028,Weekend,0,Jan,12,11,1,56,69,47
511.8797531,Weekend,0,Jan,12,12,1,56,69,47
508.570755,Weekend,0,Jan,12,13,1,56,69,47
538.0912476,Weekend,0,Jan,12,14,1,56,69,47
548.0792542,Weekend,0,Jan,12,15,1,56,69,47
510.9907608,Weekend,0,Jan,12,16,1,56,69,47
503.6560059,Weekend,0,Jan,12,17,1,56,69,47
500.5834961,Weekend,0,Jan,12,18,1,56,69,47
492.2325058,Weekend,0,Jan,12,19,1,56,69,47
489.1647568,Weekend,0,Jan,12,20,1,56,69,47
480.9635086,Weekend,0,Jan,12,21,1,56,69,47
473.8119965,Weekend,0,Jan,12,22,1,56,69,47
480.8187561,Weekend,0,Jan,12,23,1,56,69,47
473.701004,Weekend,0,Jan,13,0,1,55,63,47
470.2330093,Weekend,0,Jan,13,1,1,55,63,47
461.5394974,Weekend,0,Jan,13,2,1,55,63,47
444.0629959,Weekend,0,Jan,13,3,1,55,63,47
448.3194962,Weekend,0,Jan,13,4,1,55,63,47
464.7845078,Weekend,0,Jan,13,5,1,55,63,47
463.8164978,Weekend,0,Jan,13,6,1,55,63,47
447.7480087,Weekend,0,Jan,13,7,1,55,63,47
463.2427521,Weekend,0,Jan,13,8,1,55,63,47
477.0684967,Weekend,0,Jan,13,9,1,55,63,47
460.7062378,Weekend,0,Jan,13,10,1,55,63,47
454.2919998,Weekend,0,Jan,13,11,1,55,63,47
468.2604904,Weekend,0,Jan,13,12,1,55,63,47
482.3669891,Weekend,0,Jan,13,13,1,55,63,47
499.5619965,Weekend,0,Jan,13,14,1,55,63,47
500.0712509,Weekend,0,Jan,13,15,1,55,63,47
487.3322525,Weekend,0,Jan,13,16,1,55,63,47
492.3027496,Weekend,0,Jan,13,17,1,55,63,47
482.6474991,Weekend,0,Jan,13,18,1,55,63,47
487.6632538,Weekend,0,Jan,13,19,1,55,63,47
480.2867508,Weekend,0,Jan,13,20,1,55,63,47
465.3769989,Weekend,0,Jan,13,21,1,55,63,47
469.1090012,Weekend,0,Jan,13,22,1,55,63,47
465.9240036,Weekend,0,Jan,13,23,1,55,63,47
455.680748,Weekday,1,Jan,14,0,1,57,70,51
461.7705002,Weekday,1,Jan,14,1,1,57,70,51
450.477005,Weekday,1,Jan,14,2,1,57,70,51
451.1504974,Weekday,1,Jan,14,3,1,57,70,51
455.2149887,Weekday,1,Jan,14,4,1,57,70,51
457.0552597,Weekday,1,Jan,14,5,1,57,70,51
455.6282578,Weekday,1,Jan,14,6,1,57,70,51
484.9104996,Weekday,1,Jan,14,7,1,57,70,51
491.4205017,Weekday,1,Jan,14,8,1,57,70,51
527.7847748,Weekday,1,Jan,14,9,1,57,70,51
570.591507,Weekday,1,Jan,14,10,1,57,70,51
566.7239838,Weekday,1,Jan,14,11,1,57,70,51
586.6524963,Weekday,1,Jan,14,12,1,57,70,51
572.6982422,Weekday,1,Jan,14,13,1,57,70,51
582.3287659,Weekday,1,Jan,14,14,1,57,70,51
588.1040039,Weekday,1,Jan,14,15,1,57,70,51
596.4200134,Weekday,1,Jan,14,16,1,57,70,51
574.0337677,Weekday,1,Jan,14,17,1,57,70,51
546.9902496,Weekday,1,Jan,14,18,1,57,70,51
522.2734985,Weekday,1,Jan,14,19,1,57,70,51
507.0144958,Weekday,1,Jan,14,20,1,57,70,51
493.513504,Weekday,1,Jan,14,21,1,57,70,51
480.9622498,Weekday,1,Jan,14,22,1,57,70,51
470.6522522,Weekday,1,Jan,14,23,1,57,70,51
475.4927521,Weekday,1,Jan,15,0,1,60,65,53
454.0412521,Weekday,1,Jan,15,1,1,60,65,53
460.7645035,Weekday,1,Jan,15,2,1,60,65,53
461.5797501,Weekday,1,Jan,15,3,1,60,65,53
459.7112427,Weekday,1,Jan,15,4,1,60,65,53
471.1012573,Weekday,1,Jan,15,5,1,60,65,53
495.1002426,Weekday,1,Jan,15,6,1,60,65,53
498.0490036,Weekday,1,Jan,15,7,1,60,65,53
499.2829895,Weekday,1,Jan,15,8,1,60,65,53
552.0590134,Weekday,1,Jan,15,9,1,60,65,53
570.9667511,Weekday,1,Jan,15,10,1,60,65,53
584.0565033,Weekday,1,Jan,15,11,1,60,65,53
614.4127502,Weekday,1,Jan,15,12,1,60,65,53
583.1674957,Weekday,1,Jan,15,13,1,60,65,53
576.6232605,Weekday,1,Jan,15,14,1,60,65,53
572.9837494,Weekday,1,Jan,15,15,1,60,65,53
579.7799988,Weekday,1,Jan,15,16,1,60,65,53
580.1557465,Weekday,1,Jan,15,17,1,60,65,53
540.0322571,Weekday,1,Jan,15,18,1,60,65,53
551.6237488,Weekday,1,Jan,15,19,1,60,65,53
518.873497,Weekday,1,Jan,15,20,1,60,65,53
515.256012,Weekday,1,Jan,15,21,1,60,65,53
515.0222473,Weekday,1,Jan,15,22,1,60,65,53
489.8209991,Weekday,1,Jan,15,23,1,60,65,53
474.9365005,Weekday,1,Jan,16,0,1,57,69,50
467.926506,Weekday,1,Jan,16,1,1,57,69,50
460.3249969,Weekday,1,Jan,16,2,1,57,69,50
462.5487518,Weekday,1,Jan,16,3,1,57,69,50
463.5055084,Weekday,1,Jan,16,4,1,57,69,50
466.128746,Weekday,1,Jan,16,5,1,57,69,50
465.9357452,Weekday,1,Jan,16,6,1,57,69,50
492.9517441,Weekday,1,Jan,16,7,1,57,69,50
520.7785034,Weekday,1,Jan,16,8,1,57,69,50
552.9612579,Weekday,1,Jan,16,9,1,57,69,50
579.9707489,Weekday,1,Jan,16,10,1,57,69,50
617.0420074,Weekday,1,Jan,16,11,1,57,69,50
612.6382599,Weekday,1,Jan,16,12,1,57,69,50
628.8249969,Weekday,1,Jan,16,13,1,57,69,50
568.0700073,Weekday,1,Jan,16,14,1,57,69,50
596.6672668,Weekday,1,Jan,16,15,1,57,69,50
584.0755157,Weekday,1,Jan,16,16,1,57,69,50
593.6712494,Weekday,1,Jan,16,17,1,57,69,50
579.0465088,Weekday,1,Jan,16,18,1,57,69,50
567.8402405,Weekday,1,Jan,16,19,1,57,69,50
552.4065094,Weekday,1,Jan,16,20,1,57,69,50
517.1652603,Weekday,1,Jan,16,21,1,57,69,50
510.0654907,Weekday,1,Jan,16,22,1,57,69,50
486.5812531,Weekday,1,Jan,16,23,1,57,69,50
484.2639923,Weekday,1,Jan,17,0,1,58,69,48
456.1962509,Weekday,1,Jan,17,1,1,58,69,48
489.6200027,Weekday,1,Jan,17,2,1,58,69,48
468.6689987,Weekday,1,Jan,17,3,1,58,69,48
456.7427521,Weekday,1,Jan,17,4,1,58,69,48
457.866745,Weekday,1,Jan,17,5,1,58,69,48
488.3157501,Weekday,1,Jan,17,6,1,58,69,48
503.7317505,Weekday,1,Jan,17,7,1,58,69,48
525.3540039,Weekday,1,Jan,17,8,1,58,69,48
547.0887451,Weekday,1,Jan,17,9,1,58,69,48
573.3795013,Weekday,1,Jan,17,10,1,58,69,48
597.5149994,Weekday,1,Jan,17,11,1,58,69,48
595.6877441,Weekday,1,Jan,17,12,1,58,69,48
570.6127472,Weekday,1,Jan,17,13,1,58,69,48
602.5285034,Weekday,1,Jan,17,14,1,58,69,48
588.9632416,Weekday,1,Jan,17,15,1,58,69,48
575.7875061,Weekday,1,Jan,17,16,1,58,69,48
553.6407318,Weekday,1,Jan,17,17,1,58,69,48
536.6352539,Weekday,1,Jan,17,18,1,58,69,48
518.6847534,Weekday,1,Jan,17,19,1,58,69,48
534.3765106,Weekday,1,Jan,17,20,1,58,69,48
507.2674942,Weekday,1,Jan,17,21,1,58,69,48
497.9672394,Weekday,1,Jan,17,22,1,58,69,48
493.0749969,Weekday,1,Jan,17,23,1,58,69,48
474.8075027,Weekday,1,Jan,18,0,1,61,70,51
473.614502,Weekday,1,Jan,18,1,1,61,70,51
487.0132446,Weekday,1,Jan,18,2,1,61,70,51
462.9034958,Weekday,1,Jan,18,3,1,61,70,51
452.1610031,Weekday,1,Jan,18,4,1,61,70,51
459.3344955,Weekday,1,Jan,18,5,1,61,70,51
484.6417542,Weekday,1,Jan,18,6,1,61,70,51
479.2492447,Weekday,1,Jan,18,7,1,61,70,51
506.0005035,Weekday,1,Jan,18,8,1,61,70,51
546.0817413,Weekday,1,Jan,18,9,1,61,70,51
575.6480103,Weekday,1,Jan,18,10,1,61,70,51
585.4992371,Weekday,1,Jan,18,11,1,61,70,51
635.1507568,Weekday,1,Jan,18,12,1,61,70,51
590.2257538,Weekday,1,Jan,18,13,1,61,70,51
589.4997559,Weekday,1,Jan,18,14,1,61,70,51
597.6860046,Weekday,1,Jan,18,15,1,61,70,51
554.6557465,Weekday,1,Jan,18,16,1,61,70,51
575.7849884,Weekday,1,Jan,18,17,1,61,70,51
547.1837463,Weekday,1,Jan,18,18,1,61,70,51
527.6165009,Weekday,1,Jan,18,19,1,61,70,51
510.699501,Weekday,1,Jan,18,20,1,61,70,51
505.9820099,Weekday,1,Jan,18,21,1,61,70,51
491.9974976,Weekday,1,Jan,18,22,1,61,70,51
489.5964966,Weekday,1,Jan,18,23,1,61,70,51
466.4700012,Weekend,0,Jan,19,0,1,59,71,44
463.1517487,Weekend,0,Jan,19,1,1,59,71,44
472.8085022,Weekend,0,Jan,19,2,1,59,71,44
467.5820007,Weekend,0,Jan,19,3,1,59,71,44
470.1897507,Weekend,0,Jan,19,4,1,59,71,44
481.5057449,Weekend,0,Jan,19,5,1,59,71,44
483.0802536,Weekend,0,Jan,19,6,1,59,71,44
487.6797409,Weekend,0,Jan,19,7,1,59,71,44
485.9710007,Weekend,0,Jan,19,8,1,59,71,44
503.8899994,Weekend,0,Jan,19,9,1,59,71,44
528.5390015,Weekend,0,Jan,19,10,1,59,71,44
521.9377441,Weekend,0,Jan,19,11,1,59,71,44
538.3477478,Weekend,0,Jan,19,12,1,59,71,44
523.7242432,Weekend,0,Jan,19,13,1,59,71,44
519.1467438,Weekend,0,Jan,19,14,1,59,71,44
548.4207458,Weekend,0,Jan,19,15,1,59,71,44
525.7702484,Weekend,0,Jan,19,16,1,59,71,44
524.3257599,Weekend,0,Jan,19,17,1,59,71,44
523.5537567,Weekend,0,Jan,19,18,1,59,71,44
511.3120041,Weekend,0,Jan,19,19,1,59,71,44
512.4707565,Weekend,0,Jan,19,20,1,59,71,44
516.3787613,Weekend,0,Jan,19,21,1,59,71,44
490.6452484,Weekend,0,Jan,19,22,1,59,71,44
485.6534958,Weekend,0,Jan,19,23,1,59,71,44
468.9610062,Weekend,0,Jan,20,0,1,58,74,46
485.8607483,Weekend,0,Jan,20,1,1,58,74,46
469.126503,Weekend,0,Jan,20,2,1,58,74,46
470.1009979,Weekend,0,Jan,20,3,1,58,74,46
470.0087509,Weekend,0,Jan,20,4,1,58,74,46
470.3917465,Weekend,0,Jan,20,5,1,58,74,46
481.1240005,Weekend,0,Jan,20,6,1,58,74,46
476.4325027,Weekend,0,Jan,20,7,1,58,74,46
474.6185074,Weekend,0,Jan,20,8,1,58,74,46
497.4914856,Weekend,0,Jan,20,9,1,58,74,46
512.4415131,Weekend,0,Jan,20,10,1,58,74,46
497.2617493,Weekend,0,Jan,20,11,1,58,74,46
513.2170029,Weekend,0,Jan,20,12,1,58,74,46
518.2667618,Weekend,0,Jan,20,13,1,58,74,46
505.9870071,Weekend,0,Jan,20,14,1,58,74,46
517.9570007,Weekend,0,Jan,20,15,1,58,74,46
507.2482452,Weekend,0,Jan,20,16,1,58,74,46
521.4014969,Weekend,0,Jan,20,17,1,58,74,46
522.2705002,Weekend,0,Jan,20,18,1,58,74,46
524.0610199,Weekend,0,Jan,20,19,1,58,74,46
509.7122498,Weekend,0,Jan,20,20,1,58,74,46
503.0122452,Weekend,0,Jan,20,21,1,58,74,46
493.9117508,Weekend,0,Jan,20,22,1,58,74,46
488.8872452,Weekend,0,Jan,20,23,1,58,74,46
475.4029999,Weekday,1,Jan,21,0,1,59,68,49
471.4189987,Weekday,1,Jan,21,1,1,59,68,49
