kW,DayDummy,Date,Hour,semesterBool,TMAX,TMIN
252.7232513,1,29,0,1,82,57
505.7244949,1,29,1,1,82,57
479.832756,1,29,2,1,82,57
491.4319992,1,29,3,1,82,57
485.8314972,1,29,4,1,82,57
505.3647461,1,29,5,1,82,57
508.7227478,1,29,6,1,82,57
534.2399902,1,29,7,1,82,57
564.5562439,1,29,8,1,82,57
603.2662506,1,29,9,1,82,57
640.2745056,1,29,10,1,82,57
663.4695129,1,29,11,1,82,57
615.0152435,1,29,12,1,82,57
613.3464966,1,29,13,1,82,57
591.6872406,1,29,14,1,82,57
615.6744995,1,29,15,1,82,57
603.1515045,1,29,16,1,82,57
591.0712433,1,29,17,1,82,57
570.4967499,1,29,18,1,82,57
543.6235046,1,29,19,1,82,57
548.3830109,1,29,20,1,82,57
530.4372559,1,29,21,1,82,57
516.412262,1,29,22,1,82,57
497.1292496,1,29,23,1,82,57
492.7040024,0,30,0,1,83,55
478.0032578,0,30,1,1,83,55
483.3197403,0,30,2,1,83,55
488.1607513,0,30,3,1,83,55
486.7852554,0,30,4,1,83,55
484.4935074,0,30,5,1,83,55
488.7177582,0,30,6,1,83,55
491.339241,0,30,7,1,83,55
497.0020065,0,30,8,1,83,55
549.2600098,0,30,9,1,83,55
572.8237457,0,30,10,1,83,55
573.2457581,0,30,11,1,83,55
562.1597595,0,30,12,1,83,55
548.2027435,0,30,13,1,83,55
564.181488,0,30,14,1,83,55
540.8792419,0,30,15,1,83,55
538.6787567,0,30,16,1,83,55
538.0257416,0,30,17,1,83,55
555.7949982,0,30,18,1,83,55
536.8419952,0,30,19,1,83,55
530.2257538,0,30,20,1,83,55
515.2845001,0,30,21,1,83,55
504.4594955,0,30,22,1,83,55
490.1342468,0,30,23,1,83,55
495.7092438,0,31,0,1,81,55
482.9255066,0,31,1,1,81,55
502.2915039,0,31,2,1,81,55
475.6824875,0,31,3,1,81,55
497.3572464,0,31,4,1,81,55
477.4237595,0,31,5,1,81,55
495.5815048,0,31,6,1,81,55
507.4237442,0,31,7,1,81,55
517.1852417,0,31,8,1,81,55
539.0222473,0,31,9,1,81,55
539.5027313,0,31,10,1,81,55
537.6722565,0,31,11,1,81,55
516.876503,0,31,12,1,81,55
528.2372437,0,31,13,1,81,55
521.6097565,0,31,14,1,81,55
532.6915054,0,31,15,1,81,55
542.1412506,0,31,16,1,81,55
527.8892517,0,31,17,1,81,55
538.1050034,0,31,18,1,81,55
527.2357635,0,31,19,1,81,55
534.4624939,0,31,20,1,81,55
527.7652435,0,31,21,1,81,55
515.7659912,0,31,22,1,81,55
499.4242477,0,31,23,1,81,55
500.3829956,1,1,0,1,83,58
481.7487488,1,1,1,1,83,58
502.4654999,1,1,2,1,83,58
478.1064987,1,1,3,1,83,58
499.0392532,1,1,4,1,83,58
482.4980011,1,1,5,1,83,58
500.2642441,1,1,6,1,83,58
523.3590088,1,1,7,1,83,58
523.1102371,1,1,8,1,83,58
591.1912537,1,1,9,1,83,58
644.3150024,1,1,10,1,83,58
626.4172363,1,1,11,1,83,58
601.6209869,1,1,12,1,83,58
605.7545013,1,1,13,1,83,58
637.7877502,1,1,14,1,83,58
630.9647369,1,1,15,1,83,58
627.4629974,1,1,16,1,83,58
597.1374969,1,1,17,1,83,58
574.8062439,1,1,18,1,83,58
539.7904968,1,1,19,1,83,58
547.4707489,1,1,20,1,83,58
541.9385071,1,1,21,1,83,58
517.0132523,1,1,22,1,83,58
509.3132477,1,1,23,1,83,58
489.1717529,1,2,0,1,88,58
492.5047531,1,2,1,1,88,58
497.3542404,1,2,2,1,88,58
483.1292496,1,2,3,1,88,58
487.595253,1,2,4,1,88,58
463.619751,1,2,5,1,88,58
479.6944962,1,2,6,1,88,58
520.6917725,1,2,7,1,88,58
565.588501,1,2,8,1,88,58
584.4992676,1,2,9,1,88,58
630.4167633,1,2,10,1,88,58
633.4267426,1,2,11,1,88,58
624.4997559,1,2,12,1,88,58
601.9389954,1,2,13,1,88,58
618.4132538,1,2,14,1,88,58
622.04776,1,2,15,1,88,58
597.7254944,1,2,16,1,88,58
620.4637451,1,2,17,1,88,58
564.0597382,1,2,18,1,88,58
542.5077515,1,2,19,1,88,58
545.6592407,1,2,20,1,88,58
530.715744,1,2,21,1,88,58
530.556015,1,2,22,1,88,58
511.400238,1,2,23,1,88,58
517.5110168,1,3,0,1,79,63
499.1774979,1,3,1,1,79,63
514.0422592,1,3,2,1,79,63
486.7770004,1,3,3,1,79,63
503.5682449,1,3,4,1,79,63
484.2350006,1,3,5,1,79,63
502.3184891,1,3,6,1,79,63
531.5592575,1,3,7,1,79,63
570.0170135,1,3,8,1,79,63
609.1545105,1,3,9,1,79,63
627.7174988,1,3,10,1,79,63
623.7894897,1,3,11,1,79,63
608.1414948,1,3,12,1,79,63
623.2030029,1,3,13,1,79,63
627.0667419,1,3,14,1,79,63
611.7180023,1,3,15,1,79,63
618.6644897,1,3,16,1,79,63
582.34375,1,3,17,1,79,63
562.4297485,1,3,18,1,79,63
546.4582367,1,3,19,1,79,63
534.1897583,1,3,20,1,79,63
514.2312546,1,3,21,1,79,63
530.6779938,1,3,22,1,79,63
512.0617523,1,3,23,1,79,63
497.9032516,1,4,0,1,85,60
504.3197479,1,4,1,1,85,60
511.2032623,1,4,2,1,85,60
513.0032501,1,4,3,1,85,60
513.4027405,1,4,4,1,85,60
491.3440018,1,4,5,1,85,60
501.6105042,1,4,6,1,85,60
525.741745,1,4,7,1,85,60
535.6065063,1,4,8,1,85,60
594.1424866,1,4,9,1,85,60
638.7949982,1,4,10,1,85,60
637.7332458,1,4,11,1,85,60
629.5059967,1,4,12,1,85,60
611.0187531,1,4,13,1,85,60
619.8402557,1,4,14,1,85,60
619.3759918,1,4,15,1,85,60
604.8690033,1,4,16,1,85,60
591.9267426,1,4,17,1,85,60
563.9067535,1,4,18,1,85,60
542.7894897,1,4,19,1,85,60
545.3494873,1,4,20,1,85,60
541.7587585,1,4,21,1,85,60
526.2092514,1,4,22,1,85,60
489.7342453,1,4,23,1,85,60
493.7087479,1,5,0,1,82,58
495.7420044,1,5,1,1,82,58
480.9824982,1,5,2,1,82,58
478.2404938,1,5,3,1,82,58
486.4900055,1,5,4,1,82,58
483.8729935,1,5,5,1,82,58
503.3112411,1,5,6,1,82,58
512.0219955,1,5,7,1,82,58
551.9037323,1,5,8,1,82,58
595.2494965,1,5,9,1,82,58
618.7645111,1,5,10,1,82,58
646.9859924,1,5,11,1,82,58
615.5740051,1,5,12,1,82,58
610.1904907,1,5,13,1,82,58
576.3432617,1,5,14,1,82,58
599.4535065,1,5,15,1,82,58
573.3679962,1,5,16,1,82,58
581.2272339,1,5,17,1,82,58
578.909256,1,5,18,1,82,58
524.4825134,1,5,19,1,82,58
509.8537445,1,5,20,1,82,58
502.0709991,1,5,21,1,82,58
500.8127441,1,5,22,1,82,58
480.4292526,1,5,23,1,82,58
477.5960083,0,6,0,1,82,65
461.2952499,0,6,1,1,82,65
473.7365036,0,6,2,1,82,65
473.0107498,0,6,3,1,82,65
474.0184937,0,6,4,1,82,65
476.626503,0,6,5,1,82,65
479.4242401,0,6,6,1,82,65
474.3512497,0,6,7,1,82,65
493.567749,0,6,8,1,82,65
520.7759933,0,6,9,1,82,65
533.4730072,0,6,10,1,82,65
544.1279907,0,6,11,1,82,65
558.7985077,0,6,12,1,82,65
522.6862411,0,6,13,1,82,65
509.6764908,0,6,14,1,82,65
550.169754,0,6,15,1,82,65
550.5010071,0,6,16,1,82,65
537.0700073,0,6,17,1,82,65
528.7445068,0,6,18,1,82,65
541.772995,0,6,19,1,82,65
522.7477493,0,6,20,1,82,65
527.4652634,0,6,21,1,82,65
495.8735046,0,6,22,1,82,65
500.6315002,0,6,23,1,82,65
481.8647461,0,7,0,1,89,61
483.5222473,0,7,1,1,89,61
473.3969955,0,7,2,1,89,61
474.9797592,0,7,3,1,89,61
477.1957474,0,7,4,1,89,61
473.2204895,0,7,5,1,89,61
472.119751,0,7,6,1,89,61
482.2174911,0,7,7,1,89,61
494.0924988,0,7,8,1,89,61
522.6267395,0,7,9,1,89,61
520.1502457,0,7,10,1,89,61
528.7147675,0,7,11,1,89,61
533.9749908,0,7,12,1,89,61
521.0814972,0,7,13,1,89,61
510.2125092,0,7,14,1,89,61
519.6695023,0,7,15,1,89,61
516.9454956,0,7,16,1,89,61
537.2917404,0,7,17,1,89,61
512.2239838,0,7,18,1,89,61
509.0927505,0,7,19,1,89,61
515.3430023,0,7,20,1,89,61
510.0964966,0,7,21,1,89,61
498.4504929,0,7,22,1,89,61
492.0097504,0,7,23,1,89,61
480.2847443,1,8,0,1,97,63
468.2672424,1,8,1,1,97,63
471.5762558,1,8,2,1,97,63
461.8249969,1,8,3,1,97,63
474.5070038,1,8,4,1,97,63
484.8574982,1,8,5,1,97,63
491.0092545,1,8,6,1,97,63
520.7095184,1,8,7,1,97,63
556.2050018,1,8,8,1,97,63
591.6072388,1,8,9,1,97,63
628.9115143,1,8,10,1,97,63
620.8375092,1,8,11,1,97,63
613.2779999,1,8,12,1,97,63
598.4382629,1,8,13,1,97,63
609.6149902,1,8,14,1,97,63
632.4334869,1,8,15,1,97,63
628.5079956,1,8,16,1,97,63
596.4567719,1,8,17,1,97,63
595.6422577,1,8,18,1,97,63
567.2407532,1,8,19,1,97,63
545.6742554,1,8,20,1,97,63
529.1165009,1,8,21,1,97,63
523.0335083,1,8,22,1,97,63
513.1730042,1,8,23,1,97,63
502.409996,1,9,0,1,97,66
505.819252,1,9,1,1,97,66
508.1674957,1,9,2,1,97,66
500.2924957,1,9,3,1,97,66
513.0950089,1,9,4,1,97,66
482.7262497,1,9,5,1,97,66
506.1012497,1,9,6,1,97,66
539.5062408,1,9,7,1,97,66
573.8629913,1,9,8,1,97,66
621.7072449,1,9,9,1,97,66
624.2035065,1,9,10,1,97,66
646.1382446,1,9,11,1,97,66
657.6190186,1,9,12,1,97,66
638.1274872,1,9,13,1,97,66
627.5154877,1,9,14,1,97,66
619.0035095,1,9,15,1,97,66
641.3435059,1,9,16,1,97,66
611.8669891,1,9,17,1,97,66
577.5034943,1,9,18,1,97,66
579.97052,1,9,19,1,97,66
560.5107574,1,9,20,1,97,66
543.1204834,1,9,21,1,97,66
536.5370026,1,9,22,1,97,66
530.5825043,1,9,23,1,97,66
504.4422531,1,10,0,1,77,60
495.4210052,1,10,1,1,77,60
509.0800018,1,10,2,1,77,60
511.0730057,1,10,3,1,77,60
501.3387527,1,10,4,1,77,60
498.9847565,1,10,5,1,77,60
519.0725098,1,10,6,1,77,60
527.9810028,1,10,7,1,77,60
597.072998,1,10,8,1,77,60
618.6044922,1,10,9,1,77,60
642.0097504,1,10,10,1,77,60
658.8119965,1,10,11,1,77,60
610.9207458,1,10,12,1,77,60
615.6622467,1,10,13,1,77,60
631.571991,1,10,14,1,77,60
632.4262543,1,10,15,1,77,60
643.0137482,1,10,16,1,77,60
616.429245,1,10,17,1,77,60
591.0985107,1,10,18,1,77,60
555.0330048,1,10,19,1,77,60
558.2924805,1,10,20,1,77,60
540.127243,1,10,21,1,77,60
526.6110077,1,10,22,1,77,60
515.3632507,1,10,23,1,77,60
505.1529999,1,11,0,1,78,55
492.4675064,1,11,1,1,78,55
506.6674957,1,11,2,1,78,55
493.6337509,1,11,3,1,78,55
485.417511,1,11,4,1,78,55
500.4342575,1,11,5,1,78,55
527.5440063,1,11,6,1,78,55
539.5980072,1,11,7,1,78,55
576.9252472,1,11,8,1,78,55
613.6232605,1,11,9,1,78,55
631.2982483,1,11,10,1,78,55
650.0684814,1,11,11,1,78,55
567.5942459,1,11,12,1,78,55
666.6012573,1,11,13,1,78,55
634.3502655,1,11,14,1,78,55
622.8795013,1,11,15,1,78,55
617.8755035,1,11,16,1,78,55
603.5882416,1,11,17,1,78,55
579.3762512,1,11,18,1,78,55
574.2484894,1,11,19,1,78,55
548.9069977,1,11,20,1,78,55
528.9045029,1,11,21,1,78,55
543.7844849,1,11,22,1,78,55
510.7159958,1,11,23,1,78,55
504.6497574,1,12,0,1,76,64
493.5999985,1,12,1,1,76,64
505.7504959,1,12,2,1,76,64
492.6999969,1,12,3,1,76,64
494.8419952,1,12,4,1,76,64
498.7669983,1,12,5,1,76,64
507.4625015,1,12,6,1,76,64
517.744751,1,12,7,1,76,64
543.2289886,1,12,8,1,76,64
570.7859802,1,12,9,1,76,64
620.3202515,1,12,10,1,76,64
642.287735,1,12,11,1,76,64
643.4924927,1,12,12,1,76,64
624.2847443,1,12,13,1,76,64
584.7657471,1,12,14,1,76,64
621.4752502,1,12,15,1,76,64
621.1007385,1,12,16,1,76,64
593.3089905,1,12,17,1,76,64
563.4957428,1,12,18,1,76,64
562.2784882,1,12,19,1,76,64
521.0859985,1,12,20,1,76,64
518.1164856,1,12,21,1,76,64
525.1330109,1,12,22,1,76,64
508.1744995,1,12,23,1,76,64
508.7580032,0,13,0,1,80,55
509.8497467,0,13,1,1,80,55
483.6495056,0,13,2,1,80,55
482.5412521,0,13,3,1,80,55
487.0992584,0,13,4,1,80,55
482.8490067,0,13,5,1,80,55
497.9240036,0,13,6,1,80,55
503.1282578,0,13,7,1,80,55
540.8247528,0,13,8,1,80,55
530.639267,0,13,9,1,80,55
537.3572388,0,13,10,1,80,55
537.2609863,0,13,11,1,80,55
525.2497559,0,13,12,1,80,55
553.1487579,0,13,13,1,80,55
562.3962555,0,13,14,1,80,55
571.1230011,0,13,15,1,80,55
552.1182404,0,13,16,1,80,55
560.9532471,0,13,17,1,80,55
562.9639893,0,13,18,1,80,55
539.2084961,0,13,19,1,80,55
517.5182495,0,13,20,1,80,55
501.6387482,0,13,21,1,80,55
513.348999,0,13,22,1,80,55
495.404007,0,13,23,1,80,55
489.4207458,0,14,0,1,86,58
478.828743,0,14,1,1,86,58
485.9447479,0,14,2,1,86,58
478.2030029,0,14,3,1,86,58
476.0357437,0,14,4,1,86,58
490.377243,0,14,5,1,86,58
495.1014938,0,14,6,1,86,58
494.9930038,0,14,7,1,86,58
504.8187485,0,14,8,1,86,58
539.2089996,0,14,9,1,86,58
546.5562592,0,14,10,1,86,58
537.8619995,0,14,11,1,86,58
524.2532578,0,14,12,1,86,58
529.4002533,0,14,13,1,86,58
533.9364929,0,14,14,1,86,58
531.0062561,0,14,15,1,86,58
541.2277527,0,14,16,1,86,58
553.7859955,0,14,17,1,86,58
523.5442505,0,14,18,1,86,58
511.9139862,0,14,19,1,86,58
528.2042465,0,14,20,1,86,58
521.9707489,0,14,21,1,86,58
506.847496,0,14,22,1,86,58
501.5970001,0,14,23,1,86,58
500.0387497,1,15,0,1,89,62
482.4637604,1,15,1,1,89,62
501.479744,1,15,2,1,89,62
473.4962463,1,15,3,1,89,62
487.820755,1,15,4,1,89,62
491.0372467,1,15,5,1,89,62
492.1807556,1,15,6,1,89,62
502.1465073,1,15,7,1,89,62
560.0487518,1,15,8,1,89,62
617.1035004,1,15,9,1,89,62
652.9957581,1,15,10,1,89,62
638.4925079,1,15,11,1,89,62
632.3297577,1,15,12,1,89,62
619.4867401,1,15,13,1,89,62
640.2532501,1,15,14,1,89,62
634.0454865,1,15,15,1,89,62
618.4112549,1,15,16,1,89,62
627.4615021,1,15,17,1,89,62
576.2237396,1,15,18,1,89,62
543.0797577,1,15,19,1,89,62
552.6914978,1,15,20,1,89,62
552.8059845,1,15,21,1,89,62
532.5317535,1,15,22,1,89,62
532.4775085,1,15,23,1,89,62
513.9622421,1,16,0,1,82,61
484.5382462,1,16,1,1,82,61
508.0130081,1,16,2,1,82,61
500.7382584,1,16,3,1,82,61
492.9710007,1,16,4,1,82,61
491.7464981,1,16,5,1,82,61
516.1230011,1,16,6,1,82,61
526.7590027,1,16,7,1,82,61
597.5359955,1,16,8,1,82,61
610.3320007,1,16,9,1,82,61
632.7400208,1,16,10,1,82,61
623.1470032,1,16,11,1,82,61
637.6212616,1,16,12,1,82,61
624.8192596,1,16,13,1,82,61
637.564743,1,16,14,1,82,61
629.9720001,1,16,15,1,82,61
642.1095123,1,16,16,1,82,61
611.7579956,1,16,17,1,82,61
593.5289917,1,16,18,1,82,61
569.4904938,1,16,19,1,82,61
577.3249969,1,16,20,1,82,61
558.0179901,1,16,21,1,82,61
534.3110046,1,16,22,1,82,61
519.2947388,1,16,23,1,82,61
511.9782486,1,17,0,1,79,57
511.8522415,1,17,1,1,79,57
495.7177505,1,17,2,1,79,57
501.2222519,1,17,3,1,79,57
504.5589905,1,17,4,1,79,57
508.067749,1,17,5,1,79,57
518.3359909,1,17,6,1,79,57
527.2370148,1,17,7,1,79,57
572.7082672,1,17,8,1,79,57
595.3399963,1,17,9,1,79,57
644.3699951,1,17,10,1,79,57
648.1404877,1,17,11,1,79,57
621.9317322,1,17,12,1,79,57
622.3922424,1,17,13,1,79,57
654.8842468,1,17,14,1,79,57
637.8062592,1,17,15,1,79,57
621.4842682,1,17,16,1,79,57
616.2584991,1,17,17,1,79,57
582.1202393,1,17,18,1,79,57
555.3872528,1,17,19,1,79,57
536.2297668,1,17,20,1,79,57
529.592514,1,17,21,1,79,57
522.8002548,1,17,22,1,79,57
509.1482544,1,17,23,1,79,57
512.6232452,1,18,0,1,92,60
494.9314957,1,18,1,1,92,60
485.8647461,1,18,2,1,92,60
487.0144958,1,18,3,1,92,60
494.4642487,1,18,4,1,92,60
503.3475037,1,18,5,1,92,60
503.0354996,1,18,6,1,92,60
537.4667587,1,18,7,1,92,60
574.7262573,1,18,8,1,92,60
611.8077698,1,18,9,1,92,60
652.2242432,1,18,10,1,92,60
658.5792542,1,18,11,1,92,60
641.6147614,1,18,12,1,92,60
640.7674866,1,18,13,1,92,60
651.4579926,1,18,14,1,92,60
611.4562531,1,18,15,1,92,60
617.9877472,1,18,16,1,92,60
595.7765198,1,18,17,1,92,60
577.6342468,1,18,18,1,92,60
549.2444916,1,18,19,1,92,60
524.283493,1,18,20,1,92,60
529.3404999,1,18,21,1,92,60
525.4492416,1,18,22,1,92,60
500.4887466,1,18,23,1,92,60
504.0472412,1,19,0,1,99,65
480.7467499,1,19,1,1,99,65
495.5547562,1,19,2,1,99,65
477.8795013,1,19,3,1,99,65
488.1040039,1,19,4,1,99,65
487.1785049,1,19,5,1,99,65
507.1382446,1,19,6,1,99,65
521.2962646,1,19,7,1,99,65
571.744751,1,19,8,1,99,65
623.1370087,1,19,9,1,99,65
626.2399902,1,19,10,1,99,65
626.0355072,1,19,11,1,99,65
601.21875,1,19,12,1,99,65
601.6582489,1,19,13,1,99,65
594.3737488,1,19,14,1,99,65
608.4362488,1,19,15,1,99,65
607.0282593,1,19,16,1,99,65
588.3077545,1,19,17,1,99,65
569.3160095,1,19,18,1,99,65
549.9567566,1,19,19,1,99,65
527.7502747,1,19,20,1,99,65
519.8410034,1,19,21,1,99,65
514.5767441,1,19,22,1,99,65
503.645256,1,19,23,1,99,65
506.4199982,0,20,0,1,94,70
497.6617508,0,20,1,1,94,70
487.0029907,0,20,2,1,94,70
490.2859955,0,20,3,1,94,70
496.3274918,0,20,4,1,94,70
481.6772461,0,20,5,1,94,70
508.409996,0,20,6,1,94,70
502.3882446,0,20,7,1,94,70
522.6669998,0,20,8,1,94,70
531.3077393,0,20,9,1,94,70
553.2152405,0,20,10,1,94,70
561.2972565,0,20,11,1,94,70
538.7897491,0,20,12,1,94,70
529.6442413,0,20,13,1,94,70
529.2765045,0,20,14,1,94,70
557.1094971,0,20,15,1,94,70
559.0669861,0,20,16,1,94,70
542.5964966,0,20,17,1,94,70
525.2870026,0,20,18,1,94,70
518.1370087,0,20,19,1,94,70
522.0454865,0,20,20,1,94,70
520.580513,0,20,21,1,94,70
508.0212479,0,20,22,1,94,70
497.1044922,0,20,23,1,94,70
492.4707489,0,21,0,1,90,67
489.137001,0,21,1,1,90,67
476.253006,0,21,2,1,90,67
480.1187592,0,21,3,1,90,67
494.8602448,0,21,4,1,90,67
481.2595062,0,21,5,1,90,67
491.3010025,0,21,6,1,90,67
508.3572464,0,21,7,1,90,67
517.0864944,0,21,8,1,90,67
519.3625031,0,21,9,1,90,67
541.3590088,0,21,10,1,90,67
540.710022,0,21,11,1,90,67
520.8544846,0,21,12,1,90,67
516.0585098,0,21,13,1,90,67
524.3032379,0,21,14,1,90,67
539.5205078,0,21,15,1,90,67
523.3925018,0,21,16,1,90,67
525.8115082,0,21,17,1,90,67
522.0257568,0,21,18,1,90,67
504.4187469,0,21,19,1,90,67
512.4275131,0,21,20,1,90,67
512.777504,0,21,21,1,90,67
507.5522385,0,21,22,1,90,67
484.4104996,0,21,23,1,90,67
481.7182465,1,22,0,1,88,62
482.4679947,1,22,1,1,88,62
475.4172516,1,22,2,1,88,62
483.7832489,1,22,3,1,88,62
491.4079895,1,22,4,1,88,62
488.9572449,1,22,5,1,88,62
519.7030029,1,22,6,1,88,62
514.9402466,1,22,7,1,88,62
574.8755035,1,22,8,1,88,62
605.6049957,1,22,9,1,88,62
626.1630096,1,22,10,1,88,62
657.9000092,1,22,11,1,88,62
624.7579956,1,22,12,1,88,62
616.6784973,1,22,13,1,88,62
624.8617401,1,22,14,1,88,62
613.0200043,1,22,15,1,88,62
612.5587616,1,22,16,1,88,62
614.1199799,1,22,17,1,88,62
577.8580017,1,22,18,1,88,62
555.9617462,1,22,19,1,88,62
547.3662415,1,22,20,1,88,62
538.8867493,1,22,21,1,88,62
536.1742554,1,22,22,1,88,62
523.8120117,1,22,23,1,88,62
505.4700089,1,23,0,1,86,64
488.5032501,1,23,1,1,86,64
489.5862503,1,23,2,1,86,64
483.0022507,1,23,3,1,86,64
492.710495,1,23,4,1,86,64
491.4357529,1,23,5,1,86,64
505.2842484,1,23,6,1,86,64
524.6797485,1,23,7,1,86,64
582.1867676,1,23,8,1,86,64
622.6492462,1,23,9,1,86,64
632.5155029,1,23,10,1,86,64
642.8905029,1,23,11,1,86,64
637.0975037,1,23,12,1,86,64
619.0077362,1,23,13,1,86,64
612.7067719,1,23,14,1,86,64
605.6824951,1,23,15,1,86,64
618.5447388,1,23,16,1,86,64
588.6240082,1,23,17,1,86,64
583.7304993,1,23,18,1,86,64
565.9487457,1,23,19,1,86,64
547.6877441,1,23,20,1,86,64
531.7652588,1,23,21,1,86,64
527.0159912,1,23,22,1,86,64
506.7404861,1,23,23,1,86,64
508.1320038,1,24,0,1,94,65
498.9819946,1,24,1,1,94,65
487.2320023,1,24,2,1,94,65
483.4152527,1,24,3,1,94,65
500.1277466,1,24,4,1,94,65
483.3982544,1,24,5,1,94,65
523.7640076,1,24,6,1,94,65
539.8769989,1,24,7,1,94,65
590.2982635,1,24,8,1,94,65
639.1399994,1,24,9,1,94,65
636.7324982,1,24,10,1,94,65
630.2657471,1,24,11,1,94,65
627.9777679,1,24,12,1,94,65
622.7035065,1,24,13,1,94,65
652.5732422,1,24,14,1,94,65
613.1662598,1,24,15,1,94,65
607.7887421,1,24,16,1,94,65
608.2200012,1,24,17,1,94,65
565.033493,1,24,18,1,94,65
549.261261,1,24,19,1,94,65
527.7634888,1,24,20,1,94,65
512.8304977,1,24,21,1,94,65
510.2562561,1,24,22,1,94,65
507.3782501,1,24,23,1,94,65
495.1462479,1,25,0,1,99,68
489.9875031,1,25,1,1,99,68
497.3044968,1,25,2,1,99,68
493.1879959,1,25,3,1,99,68
483.6627502,1,25,4,1,99,68
492.0292511,1,25,5,1,99,68
502.1809921,1,25,6,1,99,68
537.2519989,1,25,7,1,99,68
577.2232513,1,25,8,1,99,68
608.7825012,1,25,9,1,99,68
633.9072418,1,25,10,1,99,68
638.8539886,1,25,11,1,99,68
648.6832581,1,25,12,1,99,68
614.244751,1,25,13,1,99,68
613.5762634,1,25,14,1,99,68
644.1367493,1,25,15,1,99,68
613.7287598,1,25,16,1,99,68
595.313736,1,25,17,1,99,68
565.8217468,1,25,18,1,99,68
541.9917603,1,25,19,1,99,68
533.429245,1,25,20,1,99,68
526.1407471,1,25,21,1,99,68
514.6715012,1,25,22,1,99,68
509.1467514,1,25,23,1,99,68
507.9455032,1,26,0,1,100,71
497.8372498,1,26,1,1,100,71
506.4625092,1,26,2,1,100,71
486.2127533,1,26,3,1,100,71
488.496254,1,26,4,1,100,71
486.5879974,1,26,5,1,100,71
499.2839966,1,26,6,1,100,71
537.7960052,1,26,7,1,100,71
575.5815125,1,26,8,1,100,71
585.3682404,1,26,9,1,100,71
620.9087524,1,26,10,1,100,71
617.9507446,1,26,11,1,100,71
609.232254,1,26,12,1,100,71
597.9257507,1,26,13,1,100,71
619.2949829,1,26,14,1,100,71
606.3039856,1,26,15,1,100,71
589.6345062,1,26,16,1,100,71
583.6607666,1,26,17,1,100,71
551.7944946,1,26,18,1,100,71
546.8222656,1,26,19,1,100,71
518.0227585,1,26,20,1,100,71
530.7607422,1,26,21,1,100,71
518.3565063,1,26,22,1,100,71
495.1417465,1,26,23,1,100,71
485.8337479,0,27,0,1,98,71
488.0167465,0,27,1,1,98,71
481.4329987,0,27,2,1,98,71
491.8219986,0,27,3,1,98,71
510.3282623,0,27,4,1,98,71
495.8255005,0,27,5,1,98,71
509.6935043,0,27,6,1,98,71
522.544754,0,27,7,1,98,71
539.3827515,0,27,8,1,98,71
539.7637482,0,27,9,1,98,71
549.7967529,0,27,10,1,98,71
549.5429993,0,27,11,1,98,71
531.6644897,0,27,12,1,98,71
553.1544952,0,27,13,1,98,71
546.8944855,0,27,14,1,98,71
545.2042389,0,27,15,1,98,71
565.0487518,0,27,16,1,98,71
543.7582397,0,27,17,1,98,71
540.2590027,0,27,18,1,98,71
533.592247,0,27,19,1,98,71
516.6857529,0,27,20,1,98,71
525.8105011,0,27,21,1,98,71
505.9267578,0,27,22,1,98,71
511.2862473,0,27,23,1,98,71
479.7529907,0,28,0,1,97,69
478.6612473,0,28,1,1,97,69
489.9437561,0,28,2,1,97,69
478.2602539,0,28,3,1,97,69
483.0599899,0,28,4,1,97,69
477.8594894,0,28,5,1,97,69
484.1885071,0,28,6,1,97,69
520.1667557,0,28,7,1,97,69
530.6949921,0,28,8,1,97,69
545.9622498,0,28,9,1,97,69
564.0694733,0,28,10,1,97,69
539.5399933,0,28,11,1,97,69
526.59375,0,28,12,1,97,69
554.5982513,0,28,13,1,97,69
559.0039825,0,28,14,1,97,69
555.696991,0,28,15,1,97,69
538.511261,0,28,16,1,97,69
540.2722626,0,28,17,1,97,69
527.1954956,0,28,18,1,97,69
547.2870026,0,28,19,1,97,69
534.3192444,0,28,20,1,97,69
512.1824875,0,28,21,1,97,69
506.4155045,0,28,22,1,97,69
503.8154984,0,28,23,1,97,69
490.0499954,1,29,0,1,87,63
488.6414948,1,29,1,1,87,63
497.7080002,1,29,2,1,87,63
478.1827469,1,29,3,1,87,63
484.7747498,1,29,4,1,87,63
486.566246,1,29,5,1,87,63
499.6977463,1,29,6,1,87,63
519.0354996,1,29,7,1,87,63
552.790741,1,29,8,1,87,63
592.1037445,1,29,9,1,87,63
588.9624939,1,29,10,1,87,63
614.2505035,1,29,11,1,87,63
592.0504913,1,29,12,1,87,63
601.2012482,1,29,13,1,87,63
614.1575012,1,29,14,1,87,63
614.4205017,1,29,15,1,87,63
621.0897675,1,29,16,1,87,63
610.9049988,1,29,17,1,87,63
576.934494,1,29,18,1,87,63
567.5659943,1,29,19,1,87,63
534.4210052,1,29,20,1,87,63
532.2285004,1,29,21,1,87,63
511.4329987,1,29,22,1,87,63
510.5027542,1,29,23,1,87,63
505.9762497,1,30,0,1,83,61
493.4927521,1,30,1,1,83,61
504.5509949,1,30,2,1,83,61
497.6759949,1,30,3,1,83,61
478.4842453,1,30,4,1,83,61
490.2507477,1,30,5,1,83,61
505.7217484,1,30,6,1,83,61
531.0622559,1,30,7,1,83,61
584.951004,1,30,8,1,83,61
618.540741,1,30,9,1,83,61
641.1737366,1,30,10,1,83,61
