kW,DayDummy,Date,Hour,semesterBool,TMAX,TMIN
557.1895142,0,14,13,0,109,92
543.6794891,0,14,14,0,109,92
538.7722473,0,14,15,0,109,92
542.9550018,0,14,16,0,109,92
545.3984985,0,14,17,0,109,92
542.9182434,0,14,18,0,109,92
525.6442566,0,14,19,0,109,92
516.4035034,0,14,20,0,109,92
530.7734985,0,14,21,0,109,92
518.4132462,0,14,22,0,109,92
506.5342331,0,14,23,0,109,92
507.5929947,1,15,0,0,114,89
499.6535034,1,15,1,0,114,89
498.7355042,1,15,2,0,114,89
486.460495,1,15,3,0,114,89
484.8000031,1,15,4,0,114,89
503.7335052,1,15,5,0,114,89
518.5997467,1,15,6,0,114,89
554.4389954,1,15,7,0,114,89
574.0010071,1,15,8,0,114,89
618.9954987,1,15,9,0,114,89
648.2695007,1,15,10,0,114,89
649.3714905,1,15,11,0,114,89
635.1395111,1,15,12,0,114,89
638.1909943,1,15,13,0,114,89
649.7245026,1,15,14,0,114,89
646.3950043,1,15,15,0,114,89
611.2809906,1,15,16,0,114,89
613.9677429,1,15,17,0,114,89
589.0415039,1,15,18,0,114,89
548.5672607,1,15,19,0,114,89
544.0829926,1,15,20,0,114,89
524.451004,1,15,21,0,114,89
546.5402603,1,15,22,0,114,89
501.2069931,1,15,23,0,114,89
517.1519852,1,16,0,0,115,89
490.6212463,1,16,1,0,115,89
486.9905014,1,16,2,0,115,89
493.7842407,1,16,3,0,115,89
492.0807495,1,16,4,0,115,89
512.5632553,1,16,5,0,115,89
531.5695114,1,16,6,0,115,89
535.5679932,1,16,7,0,115,89
578.5237579,1,16,8,0,115,89
610.8090057,1,16,9,0,115,89
643.8759918,1,16,10,0,115,89
658.4527435,1,16,11,0,115,89
630.8104858,1,16,12,0,115,89
625.760498,1,16,13,0,115,89
635.134491,1,16,14,0,115,89
623.1669922,1,16,15,0,115,89
634.5825043,1,16,16,0,115,89
630.4934998,1,16,17,0,115,89
602.107254,1,16,18,0,115,89
595.9694977,1,16,19,0,115,89
570.5410004,1,16,20,0,115,89
556.5184937,1,16,21,0,115,89
549.1620026,1,16,22,0,115,89
517.0289917,1,16,23,0,115,89
520.2284927,1,17,0,0,106,90
492.4867401,1,17,1,0,106,90
495.487999,1,17,2,0,106,90
510.7434921,1,17,3,0,106,90
505.7699966,1,17,4,0,106,90
504.9797516,1,17,5,0,106,90
524.3445053,1,17,6,0,106,90
553.7257385,1,17,7,0,106,90
598.4555054,1,17,8,0,106,90
614.021759,1,17,9,0,106,90
677.8264923,1,17,10,0,106,90
684.9007568,1,17,11,0,106,90
680.1649933,1,17,12,0,106,90
675.0377502,1,17,13,0,106,90
672.6907501,1,17,14,0,106,90
672.4564972,1,17,15,0,106,90
651.5575104,1,17,16,0,106,90
632.7120056,1,17,17,0,106,90
616.5482483,1,17,18,0,106,90
584.3517456,1,17,19,0,106,90
555.3605042,1,17,20,0,106,90
540.0377502,1,17,21,0,106,90
535.6812439,1,17,22,0,106,90
515.3317566,1,17,23,0,106,90
508.3955078,1,18,0,0,107,86
506.5725098,1,18,1,0,107,86
495.0427475,1,18,2,0,107,86
491.9812393,1,18,3,0,107,86
491.2097549,1,18,4,0,107,86
513.2815018,1,18,5,0,107,86
527.2332458,1,18,6,0,107,86
554.7827606,1,18,7,0,107,86
584.2137451,1,18,8,0,107,86
615.9719849,1,18,9,0,107,86
664.4502411,1,18,10,0,107,86
658.1402588,1,18,11,0,107,86
630.7197418,1,18,12,0,107,86
649.2197571,1,18,13,0,107,86
634.6735077,1,18,14,0,107,86
632.2904968,1,18,15,0,107,86
627.3382568,1,18,16,0,107,86
598.1677551,1,18,17,0,107,86
579.3175049,1,18,18,0,107,86
549.6092529,1,18,19,0,107,86
542.772995,1,18,20,0,107,86
540.1242523,1,18,21,0,107,86
532.9747467,1,18,22,0,107,86
497.5477524,1,18,23,0,107,86
516.7122421,1,19,0,0,108,86
492.7122421,1,19,1,0,108,86
504.2412491,1,19,2,0,108,86
490.1199951,1,19,3,0,108,86
522.5582581,1,19,4,0,108,86
510.1494904,1,19,5,0,108,86
533.3700104,1,19,6,0,108,86
548.7215118,1,19,7,0,108,86
582.146759,1,19,8,0,108,86
607.0909882,1,19,9,0,108,86
597.2230072,1,19,10,0,108,86
629.6735077,1,19,11,0,108,86
640.1187592,1,19,12,0,108,86
633.1649933,1,19,13,0,108,86
617.7984924,1,19,14,0,108,86
620.8092346,1,19,15,0,108,86
608.3947449,1,19,16,0,108,86
591.1672668,1,19,17,0,108,86
563.4652557,1,19,18,0,108,86
561.02948,1,19,19,0,108,86
534.0780029,1,19,20,0,108,86
545.9957428,1,19,21,0,108,86
510.713501,1,19,22,0,108,86
502.0215073,1,19,23,0,108,86
493.1092529,0,20,0,0,108,84
502.3677444,0,20,1,0,108,84
503.6930084,0,20,2,0,108,84
487.8522568,0,20,3,0,108,84
488.5690002,0,20,4,0,108,84
497.2182465,0,20,5,0,108,84
514.8277512,0,20,6,0,108,84
517.0612488,0,20,7,0,108,84
530.7690125,0,20,8,0,108,84
544.4530029,0,20,9,0,108,84
567.9992371,0,20,10,0,108,84
548.2132568,0,20,11,0,108,84
549.6092529,0,20,12,0,108,84
556.761734,0,20,13,0,108,84
544.7189789,0,20,14,0,108,84
570.5055084,0,20,15,0,108,84
539.8097534,0,20,16,0,108,84
544.676239,0,20,17,0,108,84
541.4082489,0,20,18,0,108,84
529.2942505,0,20,19,0,108,84
535.7792511,0,20,20,0,108,84
520.3465118,0,20,21,0,108,84
514.1760025,0,20,22,0,108,84
502.1394958,0,20,23,0,108,84
501.4987488,0,21,0,0,109,86
499.5057602,0,21,1,0,109,86
499.3470001,0,21,2,0,109,86
494.4052505,0,21,3,0,109,86
510.864502,0,21,4,0,109,86
511.1230011,0,21,5,0,109,86
517.1449966,0,21,6,0,109,86
537.7534943,0,21,7,0,109,86
559.3412476,0,21,8,0,109,86
538.970993,0,21,9,0,109,86
549.1930084,0,21,10,0,109,86
550.7900085,0,21,11,0,109,86
547.7495117,0,21,12,0,109,86
560.8737335,0,21,13,0,109,86
559.7610016,0,21,14,0,109,86
555.6037598,0,21,15,0,109,86
558.1630096,0,21,16,0,109,86
545.0212708,0,21,17,0,109,86
532.7112427,0,21,18,0,109,86
529.4380035,0,21,19,0,109,86
528.978508,0,21,20,0,109,86
518.5620041,0,21,21,0,109,86
513.2957687,0,21,22,0,109,86
500.0964966,0,21,23,0,109,86
505.8492584,1,22,0,0,104,81
497.6657486,1,22,1,0,104,81
504.2532501,1,22,2,0,104,81
492.9020004,1,22,3,0,104,81
508.4510117,1,22,4,0,104,81
494.0525055,1,22,5,0,104,81
516.3997345,1,22,6,0,104,81
529.3322601,1,22,7,0,104,81
553.3672485,1,22,8,0,104,81
595.0577393,1,22,9,0,104,81
627.3130035,1,22,10,0,104,81
620.1167297,1,22,11,0,104,81
642.8000031,1,22,12,0,104,81
631.144989,1,22,13,0,104,81
638.2309875,1,22,14,0,104,81
648.1829834,1,22,15,0,104,81
633.4565125,1,22,16,0,104,81
594.7887421,1,22,17,0,104,81
567.9095001,1,22,18,0,104,81
563.2005005,1,22,19,0,104,81
563.085495,1,22,20,0,104,81
531.4620056,1,22,21,0,104,81
510.0199966,1,22,22,0,104,81
502.3585052,1,22,23,0,104,81
483.2789993,1,23,0,0,107,83
497.2805023,1,23,1,0,107,83
502.0492554,1,23,2,0,107,83
482.4579926,1,23,3,0,107,83
506.6742477,1,23,4,0,107,83
486.2987518,1,23,5,0,107,83
505.7697449,1,23,6,0,107,83
538.4884949,1,23,7,0,107,83
538.4777527,1,23,8,0,107,83
592.0835114,1,23,9,0,107,83
632.670517,1,23,10,0,107,83
639.1617432,1,23,11,0,107,83
643.7075043,1,23,12,0,107,83
634.1027374,1,23,13,0,107,83
634.759491,1,23,14,0,107,83
621.1887512,1,23,15,0,107,83
627.315506,1,23,16,0,107,83
613.4682465,1,23,17,0,107,83
612.5370026,1,23,18,0,107,83
569.9900208,1,23,19,0,107,83
552.8569946,1,23,20,0,107,83
516.4832458,1,23,21,0,107,83
518.0807648,1,23,22,0,107,83
490.9667435,1,23,23,0,107,83
523.6212463,1,24,0,0,102,80
492.7940063,1,24,1,0,102,80
476.5807419,1,24,2,0,102,80
482.3744965,1,24,3,0,102,80
497.5532532,1,24,4,0,102,80
494.1149902,1,24,5,0,102,80
522.6712418,1,24,6,0,102,80
526.1894989,1,24,7,0,102,80
576.9827576,1,24,8,0,102,80
631.072998,1,24,9,0,102,80
657.6459961,1,24,10,0,102,80
676.0272369,1,24,11,0,102,80
664.5599976,1,24,12,0,102,80
662.9059906,1,24,13,0,102,80
646.6472473,1,24,14,0,102,80
647.1349945,1,24,15,0,102,80
633.4960022,1,24,16,0,102,80
633.6032562,1,24,17,0,102,80
601.1267395,1,24,18,0,102,80
591.7047577,1,24,19,0,102,80
589.0330048,1,24,20,0,102,80
562.9952393,1,24,21,0,102,80
568.5747375,1,24,22,0,102,80
537.6182556,1,24,23,0,102,80
533.5962524,1,25,0,0,108,88
528.5845032,1,25,1,0,108,88
541.7784882,1,25,2,0,108,88
526.6037598,1,25,3,0,108,88
528.8854904,1,25,4,0,108,88
544.4360046,1,25,5,0,108,88
550.2132568,1,25,6,0,108,88
576.78125,1,25,7,0,108,88
613.6392517,1,25,8,0,108,88
646.7122498,1,25,9,0,108,88
696.0500183,1,25,10,0,108,88
654.1992493,1,25,11,0,108,88
662.1292572,1,25,12,0,108,88
668.6012573,1,25,13,0,108,88
670.0807495,1,25,14,0,108,88
703.3995056,1,25,15,0,108,88
658.3777466,1,25,16,0,108,88
637.7367706,1,25,17,0,108,88
622.760498,1,25,18,0,108,88
590.2299957,1,25,19,0,108,88
585.9347534,1,25,20,0,108,88
560.4112396,1,25,21,0,108,88
547.2480011,1,25,22,0,108,88
553.970993,1,25,23,0,108,88
547.4149933,1,26,0,0,110,90
521.8300018,1,26,1,0,110,90
516.1054916,1,26,2,0,110,90
517.5222626,1,26,3,0,110,90
539.617012,1,26,4,0,110,90
517.731514,1,26,5,0,110,90
513.6565018,1,26,6,0,110,90
508.2779999,1,26,7,0,110,90
569.9759979,1,26,8,0,110,90
615.9235077,1,26,9,0,110,90
641.4700165,1,26,10,0,110,90
632.041748,1,26,11,0,110,90
641.5667419,1,26,12,0,110,90
620.8337402,1,26,13,0,110,90
636.5987549,1,26,14,0,110,90
623.65625,1,26,15,0,110,90
608.8735046,1,26,16,0,110,90
602.6902466,1,26,17,0,110,90
562.6962433,1,26,18,0,110,90
559.7042389,1,26,19,0,110,90
547.8940125,1,26,20,0,110,90
555.7207489,1,26,21,0,110,90
511.388504,1,26,22,0,110,90
514.0167542,1,26,23,0,110,90
495.9722519,0,27,0,0,113,93
489.1804962,0,27,1,0,113,93
491.3225021,0,27,2,0,113,93
491.0807495,0,27,3,0,113,93
489.3622513,0,27,4,0,113,93
491.3147507,0,27,5,0,113,93
505.3267365,0,27,6,0,113,93
512.5374985,0,27,7,0,113,93
536.6625061,0,27,8,0,113,93
547.6152496,0,27,9,0,113,93
573.7944946,0,27,10,0,113,93
557.2532349,0,27,11,0,113,93
551.5902405,0,27,12,0,113,93
578.0067596,0,27,13,0,113,93
558.259491,0,27,14,0,113,93
560.5482483,0,27,15,0,113,93
542.7034912,0,27,16,0,113,93
561.5622406,0,27,17,0,113,93
562.5632477,0,27,18,0,113,93
525.2495117,0,27,19,0,113,93
532.8632507,0,27,20,0,113,93
534.9390106,0,27,21,0,113,93
500.9497528,0,27,22,0,113,93
505.1987534,0,27,23,0,113,93
489.3582535,0,28,0,0,111,92
497.6162491,0,28,1,0,111,92
485.3997498,0,28,2,0,111,92
479.6894989,0,28,3,0,111,92
484.9997559,0,28,4,0,111,92
488.9622574,0,28,5,0,111,92
503.5887527,0,28,6,0,111,92
503.1610031,0,28,7,0,111,92
513.2932434,0,28,8,0,111,92
526.6074829,0,28,9,0,111,92
543.6107483,0,28,10,0,111,92
551.9807434,0,28,11,0,111,92
574.4680023,0,28,12,0,111,92
545.7425079,0,28,13,0,111,92
544.4835052,0,28,14,0,111,92
560.2415161,0,28,15,0,111,92
549.2879944,0,28,16,0,111,92
557.2109985,0,28,17,0,111,92
539.1640015,0,28,18,0,111,92
535.3304901,0,28,19,0,111,92
537.0940094,0,28,20,0,111,92
549.8952637,0,28,21,0,111,92
526.3880005,0,28,22,0,111,92
505.2615051,0,28,23,0,111,92
498.2799911,1,29,0,0,110,92
481.8179932,1,29,1,0,110,92
484.7512512,1,29,2,0,110,92
474.0429993,1,29,3,0,110,92
482.4349976,1,29,4,0,110,92
488.8487473,1,29,5,0,110,92
504.2260056,1,29,6,0,110,92
519.626236,1,29,7,0,110,92
552.0237579,1,29,8,0,110,92
583.0027313,1,29,9,0,110,92
617.9350128,1,29,10,0,110,92
687.1407471,1,29,11,0,110,92
653.6979828,1,29,12,0,110,92
630.3692474,1,29,13,0,110,92
646.2232513,1,29,14,0,110,92
646.4440002,1,29,15,0,110,92
633.385498,1,29,16,0,110,92
610.5814972,1,29,17,0,110,92
571.2012482,1,29,18,0,110,92
557.2750092,1,29,19,0,110,92
544.5784912,1,29,20,0,110,92
534.5209961,1,29,21,0,110,92
534.3867493,1,29,22,0,110,92
512.6474991,1,29,23,0,110,92
510.9020004,1,30,0,0,107,76
499.1602478,1,30,1,0,107,76
500.4942474,1,30,2,0,107,76
495.0382538,1,30,3,0,107,76
506.7705078,1,30,4,0,107,76
498.6425095,1,30,5,0,107,76
523.9185104,1,30,6,0,107,76
534.0944977,1,30,7,0,107,76
555.4817657,1,30,8,0,107,76
618.1515045,1,30,9,0,107,76
663.5950012,1,30,10,0,107,76
646.251236,1,30,11,0,107,76
635.3302612,1,30,12,0,107,76
626.6170044,1,30,13,0,107,76
631.0339966,1,30,14,0,107,76
643.0997467,1,30,15,0,107,76
669.5427399,1,30,16,0,107,76
614.0502472,1,30,17,0,107,76
602.2969971,1,30,18,0,107,76
564.6645203,1,30,19,0,107,76
544.6827545,1,30,20,0,107,76
554.5839996,1,30,21,0,107,76
522.0504913,1,30,22,0,107,76
508.8290024,1,30,23,0,107,76
509.3495026,1,31,0,0,97,76
493.7410049,1,31,1,0,97,76
494.9324951,1,31,2,0,97,76
490.2329865,1,31,3,0,97,76
500.7389984,1,31,4,0,97,76
491.2125092,1,31,5,0,97,76
524.5227509,1,31,6,0,97,76
526.6454926,1,31,7,0,97,76
547.9012451,1,31,8,0,97,76
593.4577484,1,31,9,0,97,76
640.0785065,1,31,10,0,97,76
664.2384949,1,31,11,0,97,76
678.6827545,1,31,12,0,97,76
672.7324982,1,31,13,0,97,76
700.3297424,1,31,14,0,97,76
673.0704956,1,31,15,0,97,76
680.517746,1,31,16,0,97,76
655.0712433,1,31,17,0,97,76
607.8055115,1,31,18,0,97,76
600.5424957,1,31,19,0,97,76
579.7640076,1,31,20,0,97,76
571.7492371,1,31,21,0,97,76
574.4847565,1,31,22,0,97,76
550.7602539,1,31,23,0,97,76
563.4027557,1,1,0,1,105,83
540.6430054,1,1,1,1,105,83
531.8654938,1,1,2,1,105,83
539.5362549,1,1,3,1,105,83
547.4020081,1,1,4,1,105,83
542.1437531,1,1,5,1,105,83
549.7727509,1,1,6,1,105,83
575.442749,1,1,7,1,105,83
623.352005,1,1,8,1,105,83
651.7587433,1,1,9,1,105,83
689.153244,1,1,10,1,105,83
681.6817474,1,1,11,1,105,83
630.6670074,1,1,12,1,105,83
620.2745056,1,1,13,1,105,83
630.4159851,1,1,14,1,105,83
621.6279907,1,1,15,1,105,83
619.6524963,1,1,16,1,105,83
605.4727478,1,1,17,1,105,83
604.4007568,1,1,18,1,105,83
560.5975037,1,1,19,1,105,83
540.8739929,1,1,20,1,105,83
532.1577606,1,1,21,1,105,83
522.1012421,1,1,22,1,105,83
528.1430054,1,1,23,1,105,83
511.8337479,1,2,0,1,110,90
506.0522537,1,2,1,1,110,90
507.1580048,1,2,2,1,110,90
513.8695068,1,2,3,1,110,90
493.0997467,1,2,4,1,110,90
505.1742477,1,2,5,1,110,90
514.0230026,1,2,6,1,110,90
536.3539886,1,2,7,1,110,90
594.9365082,1,2,8,1,110,90
618.1112366,1,2,9,1,110,90
648.4012451,1,2,10,1,110,90
650.1235046,1,2,11,1,110,90
627.0662537,1,2,12,1,110,90
626.9067535,1,2,13,1,110,90
631.5279846,1,2,14,1,110,90
623.9179993,1,2,15,1,110,90
635.1952515,1,2,16,1,110,90
626.0762634,1,2,17,1,110,90
587.298996,1,2,18,1,110,90
562.3325043,1,2,19,1,110,90
522.3977356,1,2,20,1,110,90
522.5315094,1,2,21,1,110,90
529.3077393,1,2,22,1,110,90
517.2722473,1,2,23,1,110,90
489.5715027,0,3,0,1,114,83
492.6750031,0,3,1,1,114,83
490.0839996,0,3,2,1,114,83
493.6184998,0,3,3,1,114,83
495.4862442,0,3,4,1,114,83
496.403244,0,3,5,1,114,83
515.2902451,0,3,6,1,114,83
512.4107437,0,3,7,1,114,83
506.760498,0,3,8,1,114,83
548.2249908,0,3,9,1,114,83
548.0172424,0,3,10,1,114,83
539.5429993,0,3,11,1,114,83
539.7012482,0,3,12,1,114,83
544.2744904,0,3,13,1,114,83
528.4229889,0,3,14,1,114,83
554.9069977,0,3,15,1,114,83
546.6192474,0,3,16,1,114,83
556.1947479,0,3,17,1,114,83
542.8292542,0,3,18,1,114,83
546.7149963,0,3,19,1,114,83
520.4429932,0,3,20,1,114,83
502.8662491,0,3,21,1,114,83
498.4375,0,3,22,1,114,83
493.7512589,0,3,23,1,114,83
507.4944992,0,4,0,1,111,86
492.4430084,0,4,1,1,111,86
487.5930023,0,4,2,1,111,86
488.026001,0,4,3,1,111,86
497.25,0,4,4,1,111,86
492.887001,0,4,5,1,111,86
526.9327545,0,4,6,1,111,86
524.3724976,0,4,7,1,111,86
527.0724945,0,4,8,1,111,86
546.2402496,0,4,9,1,111,86
542.9107513,0,4,10,1,111,86
545.3567505,0,4,11,1,111,86
543.7065125,0,4,12,1,111,86
546.0794983,0,4,13,1,111,86
548.2497406,0,4,14,1,111,86
530.6275024,0,4,15,1,111,86
565.6345062,0,4,16,1,111,86
546.3544922,0,4,17,1,111,86
534.2502441,0,4,18,1,111,86
522.6395111,0,4,19,1,111,86
531.5652618,0,4,20,1,111,86
510.6487427,0,4,21,1,111,86
515.5019913,0,4,22,1,111,86
501.2285004,0,4,23,1,111,86
490.8654938,1,5,0,1,115,89
481.6884995,1,5,1,1,115,89
489.036499,1,5,2,1,115,89
495.0389938,1,5,3,1,115,89
491.9617462,1,5,4,1,115,89
495.3307571,1,5,5,1,115,89
508.4252472,1,5,6,1,115,89
539.8365021,1,5,7,1,115,89
585.276001,1,5,8,1,115,89
591.6970062,1,5,9,1,115,89
652.4077454,1,5,10,1,115,89
634.9705048,1,5,11,1,115,89
638.0964966,1,5,12,1,115,89
677.3922424,1,5,13,1,115,89
656.094986,1,5,14,1,115,89
655.1692657,1,5,15,1,115,89
674.1895142,1,5,16,1,115,89
653.4857483,1,5,17,1,115,89
618.2092438,1,5,18,1,115,89
580.7649841,1,5,19,1,115,89
576.2747498,1,5,20,1,115,89
562.501236,1,5,21,1,115,89
570.84375,1,5,22,1,115,89
531.8134918,1,5,23,1,115,89
531.9117432,1,6,0,1,102,89
531.8109894,1,6,1,1,102,89
530.5557556,1,6,2,1,102,89
526.3267365,1,6,3,1,102,89
532.7124939,1,6,4,1,102,89
529.1095123,1,6,5,1,102,89
552.9690094,1,6,6,1,102,89
535.1669769,1,6,7,1,102,89
545.3087463,1,6,8,1,102,89
591.6735077,1,6,9,1,102,89
621.0367432,1,6,10,1,102,89
630.0749969,1,6,11,1,102,89
636.1507568,1,6,12,1,102,89
630.9037476,1,6,13,1,102,89
639.0792389,1,6,14,1,102,89
652.9729919,1,6,15,1,102,89
644.0817566,1,6,16,1,102,89
621.3795013,1,6,17,1,102,89
594.1019897,1,6,18,1,102,89
564.9535217,1,6,19,1,102,89
547.1377563,1,6,20,1,102,89
523.9210052,1,6,21,1,102,89
549.1247559,1,6,22,1,102,89
510.8724823,1,6,23,1,102,89
514.790741,1,7,0,1,107,88
510.3589935,1,7,1,1,107,88
503.4992523,1,7,2,1,107,88
503.0455093,1,7,3,1,107,88
501.4742432,1,7,4,1,107,88
515.7129974,1,7,5,1,107,88
526.716011,1,7,6,1,107,88
549.3437347,1,7,7,1,107,88
581.1734924,1,7,8,1,107,88
633.176239,1,7,9,1,107,88
637.177002,1,7,10,1,107,88
649.9532471,1,7,11,1,107,88
632.9617462,1,7,12,1,107,88
644.5287323,1,7,13,1,107,88
666.217514,1,7,14,1,107,88
639.7624969,1,7,15,1,107,88
653.9250031,1,7,16,1,107,88
628.8672485,1,7,17,1,107,88
599.7737427,1,7,18,1,107,88
568.6194916,1,7,19,1,107,88
551.3414917,1,7,20,1,107,88
542.8679962,1,7,21,1,107,88
526.9194946,1,7,22,1,107,88
510.8799973,1,7,23,1,107,88
508.728508,1,8,0,1,108,86
520.8732605,1,8,1,1,108,86
511.3442459,1,8,2,1,108,86
496.8865051,1,8,3,1,108,86
496.991745,1,8,4,1,108,86
501.8297424,1,8,5,1,108,86
538.2522507,1,8,6,1,108,86
549.0055084,1,8,7,1,108,86
593.475235,1,8,8,1,108,86
611.2867432,1,8,9,1,108,86
642.8452454,1,8,10,1,108,86
649.2837524,1,8,11,1,108,86
660.5137482,1,8,12,1,108,86
637.6139984,1,8,13,1,108,86
640.2214966,1,8,14,1,108,86
623.2797546,1,8,15,1,108,86
619.1320038,1,8,16,1,108,86
613.463501,1,8,17,1,108,86
589.207489,1,8,18,1,108,86
560.513504,1,8,19,1,108,86
558.4959869,1,8,20,1,108,86
549.6817474,1,8,21,1,108,86
525.7657471,1,8,22,1,108,86
508.4827576,1,8,23,1,108,86
533.7077484,1,9,0,1,101,89
504.2317505,1,9,1,1,101,89
490.0397491,1,9,2,1,101,89
497.4080048,1,9,3,1,101,89
488.4729919,1,9,4,1,101,89
510.1297455,1,9,5,1,101,89
521.180748,1,9,6,1,101,89
538.3574982,1,9,7,1,101,89
559.982254,1,9,8,1,101,89
587.5172424,1,9,9,1,101,89
612.3787384,1,9,10,1,101,89
632.8487549,1,9,11,1,101,89
627.3907471,1,9,12,1,101,89
607.5397339,1,9,13,1,101,89
619.7312622,1,9,14,1,101,89
619.6594849,1,9,15,1,101,89
609.9122467,1,9,16,1,101,89
622.8870087,1,9,17,1,101,89
592.7320099,1,9,18,1,101,89
546.0032349,1,9,19,1,101,89
533.6559906,1,9,20,1,101,89
525.7547455,1,9,21,1,101,89
514.9547577,1,9,22,1,101,89
513.7105026,1,9,23,1,101,89
501.7917557,0,10,0,1,103,86
490.5365067,0,10,1,1,103,86
483.5790024,0,10,2,1,103,86
488.2289963,0,10,3,1,103,86
487.3119965,0,10,4,1,103,86
503.7687607,0,10,5,1,103,86
504.9694977,0,10,6,1,103,86
509.492012,0,10,7,1,103,86
517.996994,0,10,8,1,103,86
532.7217407,0,10,9,1,103,86
521.7450104,0,10,10,1,103,86
531.2202454,0,10,11,1,103,86
540.0432434,0,10,12,1,103,86
545.2437592,0,10,13,1,103,86
543.5859985,0,10,14,1,103,86
550.2547607,0,10,15,1,103,86
567.0760193,0,10,16,1,103,86
553.8559875,0,10,17,1,103,86
558.8080139,0,10,18,1,103,86
551.1725159,0,10,19,1,103,86
537.7837677,0,10,20,1,103,86
532.2429962,0,10,21,1,103,86
516.0152512,0,10,22,1,103,86
512.8719864,0,10,23,1,103,86
507.8102493,0,11,0,1,105,83
517.2072601,0,11,1,1,105,83
478.9790039,0,11,2,1,105,83
492.0295105,0,11,3,1,105,83
502.6360092,0,11,4,1,105,83
502.6084976,0,11,5,1,105,83
518.986496,0,11,6,1,105,83
524.2650146,0,11,7,1,105,83
529.9032593,0,11,8,1,105,83
545.9052582,0,11,9,1,105,83
551.3289948,0,11,10,1,105,83
545.1299896,0,11,11,1,105,83
540.9147491,0,11,12,1,105,83
528.1340027,0,11,13,1,105,83
553.0444946,0,11,14,1,105,83
552.0207596,0,11,15,1,105,83
565.1065063,0,11,16,1,105,83
560.1699982,0,11,17,1,105,83
559.3332367,0,11,18,1,105,83
518.0317459,0,11,19,1,105,83
513.0242538,0,11,20,1,105,83
518.0999908,0,11,21,1,105,83
499.3537521,0,11,22,1,105,83
511.0709915,0,11,23,1,105,83
477.1009979,1,12,0,1,106,89
495.3837509,1,12,1,1,106,89
488.1427536,1,12,2,1,106,89
484.7427521,1,12,3,1,106,89
483.1574936,1,12,4,1,106,89
497.5194931,1,12,5,1,106,89
501.3142624,1,12,6,1,106,89
530.1882553,1,12,7,1,106,89
567.5974884,1,12,8,1,106,89
605.1610107,1,12,9,1,106,89
628.4692383,1,12,10,1,106,89
635.340744,1,12,11,1,106,89
638.5314941,1,12,12,1,106,89
634.3600006,1,12,13,1,106,89
634.3417511,1,12,14,1,106,89
627.8062592,1,12,15,1,106,89
644.1927338,1,12,16,1,106,89
611.4425049,1,12,17,1,106,89
591.7764893,1,12,18,1,106,89
563.9689941,1,12,19,1,106,89
554.9452362,1,12,20,1,106,89
530.721489,1,12,21,1,106,89
523.9120102,1,12,22,1,106,89
499.7109909,1,12,23,1,106,89
505.15625,1,13,0,1,110,83
495.591507,1,13,1,1,110,83
490.5159988,1,13,2,1,110,83
480.2872467,1,13,3,1,110,83
497.2647476,1,13,4,1,110,83
509.6915131,1,13,5,1,110,83
508.0397568,1,13,6,1,110,83
551.7960052,1,13,7,1,110,83
593.8497467,1,13,8,1,110,83
637.7277527,1,13,9,1,110,83
661.6925049,1,13,10,1,110,83
642.6442566,1,13,11,1,110,83
631.4519958,1,13,12,1,110,83
629.238739,1,13,13,1,110,83
643.2832489,1,13,14,1,110,83
638.473999,1,13,15,1,110,83
621.9562531,1,13,16,1,110,83
629.0272522,1,13,17,1,110,83
603.8789978,1,13,18,1,110,83
558.9447479,1,13,19,1,110,83
545.5427399,1,13,20,1,110,83
532.0777435,1,13,21,1,110,83
539.9785004,1,13,22,1,110,83
533.2902527,1,13,23,1,110,83
505.1797562,1,14,0,1,114,83
505.6369934,1,14,1,1,114,83
495.8707428,1,14,2,1,114,83
497.5460052,1,14,3,1,114,83
494.1395035,1,14,4,1,114,83
505.0425034,1,14,5,1,114,83
532.9329987,1,14,6,1,114,83
561.150238,1,14,7,1,114,83
578.8075104,1,14,8,1,114,83
631.1922455,1,14,9,1,114,83
646.6672516,1,14,10,1,114,83
644.7850037,1,14,11,1,114,83
619.8347473,1,14,12,1,114,83
629.5752563,1,14,13,1,114,83
652.7782593,1,14,14,1,114,83
638.09375,1,14,15,1,114,83
646.1685028,1,14,16,1,114,83
612.0652618,1,14,17,1,114,83
587.5767517,1,14,18,1,114,83
571.5489807,1,14,19,1,114,83
551.435257,1,14,20,1,114,83
545.6120148,1,14,21,1,114,83
547.9297638,1,14,22,1,114,83
537.121994,1,14,23,1,114,83
512.5517426,1,15,0,1,114,85
509.1867523,1,15,1,1,114,85
523.6085052,1,15,2,1,114,85
501.2327499,1,15,3,1,114,85
507.144249,1,15,4,1,114,85
515.2629929,1,15,5,1,114,85
533.4635086,1,15,6,1,114,85
558.1004944,1,15,7,1,114,85
581.7132416,1,15,8,1,114,85
626.6894836,1,15,9,1,114,85
669.1832581,1,15,10,1,114,85
657.6855164,1,15,11,1,114,85
657.5904999,1,15,12,1,114,85
641.8865051,1,15,13,1,114,85
629.5487518,1,15,14,1,114,85
640.9429932,1,15,15,1,114,85
632.2330017,1,15,16,1,114,85
624.0242462,1,15,17,1,114,85
624.9347687,1,15,18,1,114,85
577.5380096,1,15,19,1,114,85
552.1144867,1,15,20,1,114,85
561.0247498,1,15,21,1,114,85
529.541748,1,15,22,1,114,85
524.5559998,1,15,23,1,114,85
516.9059982,1,16,0,1,111,85
